,p_low,entropy_max,area_max,alpha,accuracy_conf,inconclusive_rate,precision_conf,recall_conf,f1_conf,counts_neg,counts_pos,counts_inc
57,0.18,3.0,0.3,0.5,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
58,0.18,3.0,0.3,0.6,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
59,0.18,3.0,0.3,0.7,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
60,0.18,3.0,0.25,0.3,0.6718146718146718,0.482,0.47580645161290325,0.7468354430379747,0.5812807881773399,135,124,241
61,0.18,3.0,0.25,0.4,0.684931506849315,0.416,0.5414012738853503,0.8095238095238095,0.648854961832061,135,157,208
62,0.18,3.0,0.25,0.5,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
63,0.18,3.0,0.25,0.6,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
64,0.18,3.0,0.25,0.7,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
65,0.18,3.0,0.2,0.3,0.6869565217391305,0.54,0.45263157894736844,0.6825396825396826,0.5443037974683544,135,95,270
66,0.18,3.0,0.2,0.4,0.67578125,0.488,0.4793388429752066,0.7435897435897436,0.5829145728643216,135,121,244
67,0.18,3.0,0.2,0.5,0.6851211072664359,0.422,0.538961038961039,0.8058252427184466,0.6459143968871596,135,154,211
68,0.18,3.0,0.2,0.6,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
69,0.18,3.0,0.2,0.7,0.6870748299319728,0.412,0.5471698113207547,0.8130841121495327,0.6541353383458647,135,159,206
70,0.18,3.0,0.15,0.3,0.7409326424870466,0.614,0.4827586206896552,0.5833333333333334,0.5283018867924528,135,58,307
71,0.18,3.0,0.15,0.4,0.6782608695652174,0.54,0.43157894736842106,0.6721311475409836,0.5256410256410257,135,95,270
72,0.18,3.0,0.15,0.5,0.669260700389105,0.486,0.4672131147540984,0.7402597402597403,0.5728643216080402,135,122,243
73,0.18,3.0,0.15,0.6,0.6773049645390071,0.436,0.5170068027210885,0.7916666666666666,0.6255144032921811,135,147,218
74,0.18,3.0,0.15,0.7,0.684931506849315,0.416,0.5414012738853503,0.8095238095238095,0.648854961832061,135,157,208
75,0.18,3.4,,0.3,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
76,0.18,3.4,,0.4,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
77,0.18,3.4,,0.5,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
78,0.18,3.4,,0.6,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
79,0.18,3.4,,0.7,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
80,0.18,3.4,0.3,0.3,0.6842105263157895,0.392,0.5502958579881657,0.8230088495575221,0.6595744680851063,135,169,196
81,0.18,3.4,0.3,0.4,0.7360406091370558,0.212,0.6756756756756757,0.8974358974358975,0.7709251101321586,135,259,106
82,0.18,3.4,0.3,0.5,0.7591743119266054,0.128,0.717607973421927,0.9152542372881356,0.8044692737430168,135,301,64
83,0.18,3.4,0.3,0.6,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
84,0.18,3.4,0.3,0.7,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
85,0.18,3.4,0.25,0.3,0.6716981132075471,0.47,0.4846153846153846,0.7590361445783133,0.5915492957746479,135,130,235
86,0.18,3.4,0.25,0.4,0.7011834319526628,0.324,0.6009852216748769,0.8591549295774648,0.7072463768115942,135,203,162
87,0.18,3.4,0.25,0.5,0.75,0.168,0.701067615658363,0.9078341013824884,0.7911646586345381,135,281,84
88,0.18,3.4,0.25,0.6,0.7579908675799086,0.124,0.7161716171617162,0.9156118143459916,0.8037037037037037,135,303,62
89,0.18,3.4,0.25,0.7,0.7568181818181818,0.12,0.7147540983606557,0.9159663865546218,0.8029465930018416,135,305,60
90,0.18,3.4,0.2,0.3,0.6869565217391305,0.54,0.45263157894736844,0.6825396825396826,0.5443037974683544,135,95,270
91,0.18,3.4,0.2,0.4,0.6691729323308271,0.468,0.48091603053435117,0.7590361445783133,0.5887850467289719,135,131,234
92,0.18,3.4,0.2,0.5,0.7044776119402985,0.33,0.605,0.8581560283687943,0.7096774193548387,135,200,165
93,0.18,3.4,0.2,0.6,0.7439024390243902,0.18,0.6909090909090909,0.9047619047619048,0.7835051546391752,135,275,90
94,0.18,3.4,0.2,0.7,0.7557077625570776,0.124,0.7128712871287128,0.9152542372881356,0.8014842300556586,135,303,62
95,0.18,3.4,0.15,0.3,0.7409326424870466,0.614,0.4827586206896552,0.5833333333333334,0.5283018867924528,135,58,307
96,0.18,3.4,0.15,0.4,0.6796536796536796,0.538,0.4375,0.6774193548387096,0.5316455696202531,135,96,269
97,0.18,3.4,0.15,0.5,0.6691449814126395,0.462,0.48507462686567165,0.7647058823529411,0.593607305936073,135,134,231
98,0.18,3.4,0.15,0.6,0.7,0.32,0.6,0.8601398601398601,0.7068965517241379,135,205,160
99,0.18,3.4,0.15,0.7,0.7529976019184652,0.166,0.7056737588652482,0.908675799086758,0.7944111776447106,135,282,83
100,0.18,3.8,,0.3,0.78,0.0,0.7534246575342466,0.9322033898305084,0.8333333333333334,135,365,0
101,0.18,3.8,,0.4,0.78,0.0,0.7534246575342466,0.9322033898305084,0.8333333333333334,135,365,0
102,0.18,3.8,,0.5,0.78,0.0,0.7534246575342466,0.9322033898305084,0.8333333333333334,135,365,0
103,0.18,3.8,,0.6,0.78,0.0,0.7534246575342466,0.9322033898305084,0.8333333333333334,135,365,0
104,0.18,3.8,,0.7,0.78,0.0,0.7534246575342466,0.9322033898305084,0.8333333333333334,135,365,0
105,0.18,3.8,0.3,0.3,0.6842105263157895,0.392,0.5502958579881657,0.8230088495575221,0.6595744680851063,135,169,196
106,0.18,3.8,0.3,0.4,0.7368421052631579,0.202,0.678030303030303,0.8994974874371859,0.7732181425485961,135,264,101
107,0.18,3.8,0.3,0.5,0.7735849056603774,0.046,0.7426900584795322,0.927007299270073,0.8246753246753247,135,342,23
108,0.18,3.8,0.3,0.6,0.7782258064516129,0.008,0.7506925207756233,0.9312714776632303,0.8312883435582822,135,361,4
109,0.18,3.8,0.3,0.7,0.779559118236473,0.002,0.7527472527472527,0.9319727891156463,0.8328267477203647,135,364,1
110,0.18,3.8,0.25,0.3,0.6716981132075471,0.47,0.4846153846153846,0.7590361445783133,0.5915492957746479,135,130,235
111,0.18,3.8,0.25,0.4,0.7011834319526628,0.324,0.6009852216748769,0.8591549295774648,0.7072463768115942,135,203,162
112,0.18,3.8,0.25,0.5,0.7574370709382151,0.126,0.7152317880794702,0.9152542372881356,0.8029739776951673,135,302,63
113,0.18,3.8,0.25,0.6,0.7780040733197556,0.018,0.75,0.9303135888501742,0.8304821150855366,135,356,9
114,0.18,3.8,0.25,0.7,0.779559118236473,0.002,0.7527472527472527,0.9319727891156463,0.8328267477203647,135,364,1
115,0.18,3.8,0.2,0.3,0.6869565217391305,0.54,0.45263157894736844,0.6825396825396826,0.5443037974683544,135,95,270
116,0.18,3.8,0.2,0.4,0.6691729323308271,0.468,0.48091603053435117,0.7590361445783133,0.5887850467289719,135,131,234
117,0.18,3.8,0.2,0.5,0.7032640949554896,0.326,0.6039603960396039,0.8591549295774648,0.7093023255813954,135,202,163
118,0.18,3.8,0.2,0.6,0.7511520737327189,0.132,0.705685618729097,0.9134199134199135,0.7962264150943397,135,299,66
119,0.18,3.8,0.2,0.7,0.7768762677484787,0.014,0.7486033519553073,0.9305555555555556,0.8297213622291022,135,358,7
120,0.18,3.8,0.15,0.3,0.7409326424870466,0.614,0.4827586206896552,0.5833333333333334,0.5283018867924528,135,58,307
121,0.18,3.8,0.15,0.4,0.6796536796536796,0.538,0.4375,0.6774193548387096,0.5316455696202531,135,96,269
122,0.18,3.8,0.15,0.5,0.6691449814126395,0.462,0.48507462686567165,0.7647058823529411,0.593607305936073,135,134,231
123,0.18,3.8,0.15,0.6,0.6997084548104956,0.314,0.6009615384615384,0.8620689655172413,0.7082152974504249,135,208,157
124,0.18,3.8,0.15,0.7,0.7665198237885462,0.092,0.7304075235109718,0.9209486166007905,0.8146853146853147,135,319,46
125,0.2,2.2,,0.3,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
126,0.2,2.2,,0.4,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
127,0.2,2.2,,0.5,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
128,0.2,2.2,,0.6,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
129,0.2,2.2,,0.7,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
130,0.2,2.2,0.3,0.3,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
131,0.2,2.2,0.3,0.4,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
132,0.2,2.2,0.3,0.5,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
133,0.2,2.2,0.3,0.6,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
134,0.2,2.2,0.3,0.7,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
135,0.2,2.2,0.25,0.3,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
136,0.2,2.2,0.25,0.4,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
137,0.2,2.2,0.25,0.5,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
138,0.2,2.2,0.25,0.6,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
139,0.2,2.2,0.25,0.7,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
140,0.2,2.2,0.2,0.3,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
141,0.2,2.2,0.2,0.4,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
142,0.2,2.2,0.2,0.5,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
143,0.2,2.2,0.2,0.6,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
144,0.2,2.2,0.2,0.7,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
145,0.2,2.2,0.15,0.3,0.7554347826086957,0.632,0.47619047619047616,0.46511627906976744,0.47058823529411764,142,42,316
146,0.2,2.2,0.15,0.4,0.7526881720430108,0.628,0.4772727272727273,0.4772727272727273,0.4772727272727273,142,44,314
147,0.2,2.2,0.15,0.5,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
148,0.2,2.2,0.15,0.6,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
149,0.2,2.2,0.15,0.7,0.7540106951871658,0.626,0.4888888888888889,0.4888888888888889,0.4888888888888889,142,45,313
150,0.2,2.6,,0.3,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
151,0.2,2.6,,0.4,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
152,0.2,2.6,,0.5,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
153,0.2,2.6,,0.6,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
154,0.2,2.6,,0.7,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
155,0.2,2.6,0.3,0.3,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
156,0.2,2.6,0.3,0.4,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
157,0.2,2.6,0.3,0.5,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
158,0.2,2.6,0.3,0.6,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
159,0.2,2.6,0.3,0.7,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
160,0.2,2.6,0.25,0.3,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
161,0.2,2.6,0.25,0.4,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
162,0.2,2.6,0.25,0.5,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
163,0.2,2.6,0.25,0.6,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
164,0.2,2.6,0.25,0.7,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
165,0.2,2.6,0.2,0.3,0.7004608294930875,0.566,0.44,0.5892857142857143,0.5038167938931297,142,75,283
166,0.2,2.6,0.2,0.4,0.6981981981981982,0.556,0.45,0.6101694915254238,0.5179856115107914,142,80,278
167,0.2,2.6,0.2,0.5,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
168,0.2,2.6,0.2,0.6,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
169,0.2,2.6,0.2,0.7,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
170,0.2,2.6,0.15,0.3,0.7461139896373057,0.614,0.49019607843137253,0.5208333333333334,0.5050505050505051,142,51,307
171,0.2,2.6,0.15,0.4,0.7075471698113207,0.576,0.44285714285714284,0.5740740740740741,0.5,142,70,288
172,0.2,2.6,0.15,0.5,0.6968325791855203,0.558,0.4430379746835443,0.603448275862069,0.5109489051094891,142,79,279
173,0.2,2.6,0.15,0.6,0.6995515695067265,0.554,0.4567901234567901,0.6166666666666667,0.524822695035461,142,81,277
174,0.2,2.6,0.15,0.7,0.7008928571428571,0.552,0.4634146341463415,0.6229508196721312,0.5314685314685315,142,82,276
175,0.2,3.0,,0.3,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
176,0.2,3.0,,0.4,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
177,0.2,3.0,,0.5,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
178,0.2,3.0,,0.6,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
179,0.2,3.0,,0.7,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
180,0.2,3.0,0.3,0.3,0.6898954703832753,0.426,0.5448275862068965,0.7745098039215687,0.6396761133603239,142,145,213
181,0.2,3.0,0.3,0.4,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
182,0.2,3.0,0.3,0.5,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
183,0.2,3.0,0.3,0.6,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
184,0.2,3.0,0.3,0.7,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
185,0.2,3.0,0.25,0.3,0.676923076923077,0.48,0.4830508474576271,0.7125,0.5757575757575758,142,118,240
186,0.2,3.0,0.25,0.4,0.6883561643835616,0.416,0.5466666666666666,0.780952380952381,0.6431372549019608,142,150,208
187,0.2,3.0,0.25,0.5,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
188,0.2,3.0,0.25,0.6,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
189,0.2,3.0,0.25,0.7,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
190,0.2,3.0,0.2,0.3,0.6926406926406926,0.538,0.4606741573033708,0.640625,0.5359477124183006,142,89,269
191,0.2,3.0,0.2,0.4,0.6809338521400778,0.486,0.48695652173913045,0.7088607594936709,0.5773195876288659,142,115,243
192,0.2,3.0,0.2,0.5,0.6885813148788927,0.422,0.54421768707483,0.7766990291262136,0.64,142,147,211
193,0.2,3.0,0.2,0.6,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
194,0.2,3.0,0.2,0.7,0.6904761904761905,0.412,0.5526315789473685,0.7850467289719626,0.6486486486486487,142,152,206
195,0.2,3.0,0.15,0.3,0.7435897435897436,0.61,0.49056603773584906,0.5306122448979592,0.5098039215686274,142,53,305
196,0.2,3.0,0.15,0.4,0.683982683982684,0.538,0.43820224719101125,0.6290322580645161,0.5165562913907285,142,89,269
197,0.2,3.0,0.15,0.5,0.6744186046511628,0.484,0.47413793103448276,0.7051282051282052,0.5670103092783505,142,116,242
198,0.2,3.0,0.15,0.6,0.6808510638297872,0.436,0.5214285714285715,0.7604166666666666,0.6186440677966102,142,140,218
199,0.2,3.0,0.15,0.7,0.6883561643835616,0.416,0.5466666666666666,0.780952380952381,0.6431372549019608,142,150,208
200,0.2,3.4,,0.3,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
201,0.2,3.4,,0.4,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
202,0.2,3.4,,0.5,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
203,0.2,3.4,,0.6,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
204,0.2,3.4,,0.7,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
205,0.2,3.4,0.3,0.3,0.6875,0.392,0.5555555555555556,0.7964601769911505,0.6545454545454545,142,162,196
206,0.2,3.4,0.3,0.4,0.7385786802030457,0.212,0.6825396825396826,0.882051282051282,0.7695749440715883,142,252,106
207,0.2,3.4,0.3,0.5,0.7614678899082569,0.128,0.7244897959183674,0.902542372881356,0.8037735849056604,142,294,64
208,0.2,3.4,0.3,0.6,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
209,0.2,3.4,0.3,0.7,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
210,0.2,3.4,0.25,0.3,0.6766917293233082,0.468,0.49193548387096775,0.7261904761904762,0.5865384615384616,142,124,234
211,0.2,3.4,0.25,0.4,0.7041420118343196,0.324,0.6071428571428571,0.8380281690140845,0.7041420118343196,142,196,162
212,0.2,3.4,0.25,0.5,0.7524038461538461,0.168,0.708029197080292,0.8940092165898618,0.790224032586558,142,274,84
213,0.2,3.4,0.25,0.6,0.7602739726027398,0.124,0.722972972972973,0.9029535864978903,0.8030018761726079,142,296,62
214,0.2,3.4,0.25,0.7,0.759090909090909,0.12,0.7214765100671141,0.9033613445378151,0.8022388059701493,142,298,60
215,0.2,3.4,0.2,0.3,0.6926406926406926,0.538,0.4606741573033708,0.640625,0.5359477124183006,142,89,269
216,0.2,3.4,0.2,0.4,0.6741573033707865,0.466,0.488,0.7261904761904762,0.583732057416268,142,125,233
217,0.2,3.4,0.2,0.5,0.7074626865671642,0.33,0.6113989637305699,0.8368794326241135,0.7065868263473054,142,193,165
218,0.2,3.4,0.2,0.6,0.7463414634146341,0.18,0.6977611940298507,0.8904761904761904,0.7824267782426778,142,268,90
219,0.2,3.4,0.2,0.7,0.7579908675799086,0.124,0.7195945945945946,0.902542372881356,0.8007518796992481,142,296,62
220,0.2,3.4,0.15,0.3,0.7435897435897436,0.61,0.49056603773584906,0.5306122448979592,0.5098039215686274,142,53,305
221,0.2,3.4,0.15,0.4,0.6853448275862069,0.536,0.4444444444444444,0.6349206349206349,0.5228758169934641,142,90,268
222,0.2,3.4,0.15,0.5,0.674074074074074,0.46,0.4921875,0.7325581395348837,0.5887850467289719,142,128,230
223,0.2,3.4,0.15,0.6,0.7029411764705882,0.32,0.6060606060606061,0.8391608391608392,0.7038123167155426,142,198,160
224,0.2,3.4,0.15,0.7,0.7553956834532374,0.166,0.7127272727272728,0.8949771689497716,0.7935222672064778,142,275,83
225,0.2,3.8,,0.3,0.782,0.0,0.7597765363128491,0.9220338983050848,0.8330781010719756,142,358,0
226,0.2,3.8,,0.4,0.782,0.0,0.7597765363128491,0.9220338983050848,0.8330781010719756,142,358,0
227,0.2,3.8,,0.5,0.782,0.0,0.7597765363128491,0.9220338983050848,0.8330781010719756,142,358,0
228,0.2,3.8,,0.6,0.782,0.0,0.7597765363128491,0.9220338983050848,0.8330781010719756,142,358,0
229,0.2,3.8,,0.7,0.782,0.0,0.7597765363128491,0.9220338983050848,0.8330781010719756,142,358,0
230,0.2,3.8,0.3,0.3,0.6875,0.392,0.5555555555555556,0.7964601769911505,0.6545454545454545,142,162,196
231,0.2,3.8,0.3,0.4,0.7393483709273183,0.202,0.6848249027237354,0.8844221105527639,0.7719298245614035,142,257,101
232,0.2,3.8,0.3,0.5,0.7756813417190775,0.046,0.7492537313432835,0.916058394160584,0.8243021346469622,142,335,23
233,0.2,3.8,0.3,0.6,0.780241935483871,0.008,0.7570621468926554,0.9209621993127147,0.8310077519379845,142,354,4
234,0.2,3.8,0.3,0.7,0.781563126252505,0.002,0.7591036414565826,0.9217687074829932,0.8325652841781874,142,357,1
235,0.2,3.8,0.25,0.3,0.6766917293233082,0.468,0.49193548387096775,0.7261904761904762,0.5865384615384616,142,124,234
236,0.2,3.8,0.25,0.4,0.7041420118343196,0.324,0.6071428571428571,0.8380281690140845,0.7041420118343196,142,196,162
237,0.2,3.8,0.25,0.5,0.7597254004576659,0.126,0.7220338983050848,0.902542372881356,0.8022598870056498,142,295,63
238,0.2,3.8,0.25,0.6,0.780040733197556,0.018,0.7564469914040115,0.9198606271777003,0.8301886792452831,142,349,9
239,0.2,3.8,0.25,0.7,0.781563126252505,0.002,0.7591036414565826,0.9217687074829932,0.8325652841781874,142,357,1
